Row #,Species,Count,Location,S/P,Date,LocID,SubID
878,Bolivian Tapaculo - Scytalopus bolivianus,1,Sandia--San Juan del Oro--Huayruruni--San Juan del Oro - San Pedro de Putinapunku,PE-PUN,06 Nov 2020,L12897775,S77795740
879,White-crowned Tapaculo - Scytalopus atratus,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,21 Aug 2013,L599445,S15129762
880,Santa Marta Tapaculo - Scytalopus sanctaemartae,1,RNA Proaves El Dorado--Lodge,CO-MAG,06 Feb 2013,L2141124,S12890087
881,Rufous-vented Tapaculo - Scytalopus femoralis,3,ACP Abra Patricia--Owlet Lodge,PE-AMA,16 Jun 2013,L1849237,S14557247
882,Utcubamba Tapaculo - Scytalopus intermedius,2,"PE-Amazonas Region - -6.7243x-77.8412 - Jun 15, 2013, 5:48 AM",PE-AMA,15 Jun 2013,L2357215,S14473646
883,Large-footed Tapaculo - Scytalopus macropus,1,Abra Barro Negro,PE-AMA,17 May 2014,L983325,S18791721
884,Junin Tapaculo - Scytalopus gettyae,1,"-11.4860x-74.8874 - May 1, 2016, 14:59",PE-JUN,01 May 2016,L4559172,S29378954
885,Unicolored Tapaculo - Scytalopus unicolor,2,"PE-Cajamarca Region - -7.2704x-78.5187 - Jun 12, 2013, 8:54 PM",PE-CAJ,12 Jun 2013,L2223115,S14473552
886,Tschudi's Tapaculo - Scytalopus acutirostris,2,Bosque Unchog (Valqui D5.3),PE-HUC,04 May 2016,L602837,S29419092
887,Blackish Tapaculo - Scytalopus latrans,2,Higher from Puente Fierro,PE-PIU,20 Aug 2016,L4886478,S31306905
888,Nariño Tapaculo - Scytalopus vicinior,1,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
889,Stiles's Tapaculo - Scytalopus stilesi,1,Arrierito Antioqueño ProAves Reserve,CO-ANT,31 Dec 2014,L603931,S21291944
890,Tatama Tapaculo - Scytalopus alvarezlopezi,2,RNA Las Tangaras--Sendas,CO-CHO,03 Jan 2015,L1402854,S21291721
891,Pale-bellied Tapaculo - Scytalopus griseicollis,1,PNN Chingaza--entrance road Piedras Gordas,CO-CUN,03 Apr 2015,L2841815,S22913061
892,Brown-rumped Tapaculo - Scytalopus latebricola,1,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570384
893,Perija Tapaculo - Scytalopus perijanus,1,Chamicero del Perijá Proaves Reserve,CO-CES,05 Feb 2015,L3054544,S22211192
894,Chusquea Tapaculo - Scytalopus parkeri,1,Cerro Acanama and road to radio towers,EC-L,13 Feb 2020,L2805359,S64435756
895,Rufous-capped Antthrush - Formicarius colma,1,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
896,Black-faced Antthrush - Formicarius analis,,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,29 Apr 2012,L1004833,S10605282
897,Rufous-fronted Antthrush - Formicarius rufifrons,,Boca Manu (pueblo),PE-MDD,04 Nov 2012,L3164561,S12201179
898,Rufous-breasted Antthrush - Formicarius rufipectus,1,Manú Cloud Forest Lodge (1500-1700m),PE-CUS,12 Jul 2013,L1004831,S14654020
899,Short-tailed Antthrush - Chamaeza campanisona,1,Flor de Café/Plataforma,PE-SAM,22 Dec 2016,L2455165,S33182097
900,Striated Antthrush - Chamaeza nobilis,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,04 Aug 2014,L599450,S19607568
901,Barred Antthrush - Chamaeza mollissima,1,Villa Hermosa,PE-AMA,27 May 2016,L4649901,S29961215
902,South American Leaftosser - Sclerurus obscurior,1,Waqanki/Quebrada Mishquiyaquillo--Senda Cresta (Trail to Ridge),PE-SAM,11 May 2016,L1652750,S29586365
903,Short-billed Leaftosser - Sclerurus rufigularis,1,ExplorNapo Lodge,PE-LOR,10 Dec 2016,L592623,S32953899
904,Black-tailed Leaftosser - Sclerurus caudacutus,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,21 Nov 2014,L599450,S21338479
905,Gray-throated Leaftosser - Sclerurus albigularis,1,RNA Proaves El Dorado--Lodge,CO-MAG,11 Jan 2013,L2141124,S12570391
906,Coastal Miner - Geositta peruviana,2,"PE-Lambayeque Region-Monsefú - -6.8828x-79.8856 - Jun 12, 2013, 8:45 PM",PE-LAM,12 Jun 2013,L2223099,S14408221
907,Slender-billed Miner - Geositta tenuirostris,2,Polloc Area detour,PE-CAJ,15 May 2014,L2922284,S18806041
908,Common Miner - Geositta cunicularia,1,Camino a Ondores,PE-JUN,12 Nov 2013,L2420815,S15659664
909,Thick-billed Miner - Geositta crassirostris,2,Huarochirí--San Antonio--Autisha--Near bridge (reference),PE-LIM,28 Apr 2016,L8897976,S29271952
910,Grayish Miner - Geositta maritima,1,Terreno Pachacamac--Pachacámac--Lima,PE-LIM,27 Apr 2016,L18276106,S29254117
911,Dark-winged Miner - Geositta saxicolina,1,"-11.5545x-76.3153 - Apr 28, 2016, 14:31",PE-JUN,28 Apr 2016,L4543261,S29272046
912,Olivaceous Woodcreeper - Sittasomus griseicapillus,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,23 Jul 2012,L599445,S11210233
913,Long-tailed Woodcreeper - Deconychura longicauda,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,24 Nov 2014,L599450,S21338902
914,Tyrannine Woodcreeper - Dendrocincla tyrannina,1,Manú Cloud Forest Lodge (1500-1700m),PE-CUS,20 Aug 2013,L1004831,S15124575
915,White-chinned Woodcreeper - Dendrocincla merula,1,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
916,Ruddy Woodcreeper - Dendrocincla homochroa,1,Minca to El Campano (900-1300m)--Santa Marta montane forests,CO-MAG,21 Jan 2015,L2682237,S21489657
917,Plain-brown Woodcreeper - Dendrocincla fuliginosa,1,Pantiacolla Lodge,PE-MDD,23 Sep 2012,L2372696,S11683941
918,Wedge-billed Woodcreeper - Glyphorynchus spirurus,,Erika Lodge,PE-MDD,04 Aug 2012,L1532805,S11299405
919,Cinnamon-throated Woodcreeper - Dendrexetastes rufigula,1,Amazonía Lodge,PE-MDD,19 Sep 2012,L1004838,S11683877
920,Long-billed Woodcreeper - Nasica longirostris,1,Cocha Blanco,PE-MDD,02 Sep 2013,L758591,S15167158
921,Amazonian Barred-Woodcreeper - Dendrocolaptes certhia,1,Waqanki/Quebrada Mishquiyaquillo,PE-SAM,12 May 2016,L1849133,S29586545
922,Black-banded Woodcreeper - Dendrocolaptes picumnus,1,Amazonía Lodge,PE-MDD,23 Aug 2013,L1004838,S15134298
923,Strong-billed Woodcreeper - Xiphocolaptes promeropirhynchus,1,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570384
924,Striped Woodcreeper - Xiphorhynchus obsoletus,1,ExplorNapo Lodge,PE-LOR,09 Dec 2016,L592623,S32937501
925,Ocellated Woodcreeper - Xiphorhynchus ocellatus,1,ACR Cordillera Escalera--Túnel Tarapoto,PE-SAM,19 May 2014,L2273747,S89061243
926,Elegant Woodcreeper - Xiphorhynchus elegans,,Manu Birding Lodge,PE-MDD,24 Sep 2012,L3601096,S11683944
927,Cocoa Woodcreeper - Xiphorhynchus susurrans,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579792
928,Buff-throated Woodcreeper - Xiphorhynchus guttatus,3,Lago Lindo Lodge--Calle Entrada,PE-SAM,17 Jun 2013,L2240922,S14473585
929,Spotted Woodcreeper - Xiphorhynchus erythropygius,2,RNA Las Tangaras--Sendas,CO-CHO,04 Jan 2015,L1402854,S21296016
930,Olive-backed Woodcreeper - Xiphorhynchus triangularis,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,18 Sep 2012,L599445,S11683873
931,Straight-billed Woodcreeper - Dendroplex picus,1,"PE-San Martin - -6.7436x-76.3509 - Jun 20, 2013, 6:21 PM",PE-SAM,17 Jun 2013,L2240363,S14473593
932,Zimmer's Woodcreeper - Dendroplex kienerii,1,Rio Napo--Vecindad ExplorNapo,PE-LOR,05 Dec 2016,L1313704,S32886023
933,Red-billed Scythebill - Campylorhamphus trochilirostris,1,Manu Birding Lodge,PE-MDD,26 Sep 2012,L3601096,S11683947
934,Streak-headed Woodcreeper - Lepidocolaptes souleyetii,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,19 Mar 2013,L1895777,S13635480
935,Montane Woodcreeper - Lepidocolaptes lacrymiger,2,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
936,Duida Woodcreeper - Lepidocolaptes duidae,1,ExplorNapo Lodge--Amazon Canopy Walkway,PE-LOR,09 Dec 2016,L3404502,S32937329
937,Inambari Woodcreeper - Lepidocolaptes fatimalimae,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,14 Jul 2013,L599450,S14654156
938,Slender-billed Xenops - Xenops tenuirostris,1,Amazonía Lodge,PE-MDD,21 Sep 2012,L1004838,S11683885
939,Plain Xenops - Xenops minutus,1,Cuchilla San Lorenzo,CO-MAG,12 Jan 2013,L2146871,S12579788
940,Streaked Xenops - Xenops rutilans,1,Santuario Historico Machu Picchu--Avenida Hermanos Ayar,PE-CUS,01 Oct 2012,L1004820,S11787540
941,Point-tailed Palmcreeper - Berlepschia rikeri,2,"PE-San Martin - -6.0381x-77.1194 - Jun 20, 2013, 6:29 PM",PE-SAM,16 Jun 2013,L2240380,S14473606
942,Rufous-tailed Xenops - Microxenops milleri,1,Manu Birding Lodge,PE-MDD,13 Oct 2016,L3601096,S32025186
943,Straight-billed Earthcreeper - Ochetorhynchus ruficaudus,1,"Cabrerías, Fundo Villa Real",PE-ARE,09 Jun 2018,L7547724,S46433568
944,Buffy Tuftedcheek - Pseudocolaptes lawrencii,2,RNA Las Tangaras--Sendas,CO-CHO,03 Jan 2015,L1402854,S21291721
945,Streaked Tuftedcheek - Pseudocolaptes boissonneautii,2,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,26 Jul 2014,L599443,S19544501
946,Rusty-winged Barbtail - Premnornis guttuliger,2,Fundo Alto Nieva,PE-AMA,27 May 2016,L3324136,S29961135
947,Pale-legged Hornero - Furnarius leucopus,,C. N. Santa Rosa de Huacaria (613m),PE-CUS,05 May 2012,L1532757,S10700411
948,Lesser Hornero - Furnarius minor,1,Rio Napo--Vecindad ExplorNapo,PE-LOR,11 Dec 2016,L1313704,S32973873
949,Sharp-tailed Streamcreeper - Lochmias nematura,2,Carretera a Manú--Túneles Pillahuata (2200-2500m),PE-CUS,24 Jul 2014,L599443,S19536053
950,Wren-like Rushbird - Phleocryptes melanops,6,Laguna de Huacarpay,PE-CUS,05 Feb 2012,L492963,S10503463
951,Striated Earthcreeper - Geocerthia serrana,2,Cruz Conga (Valqui F1.6),PE-CAJ,15 May 2014,L493411,S18806039
952,White-throated Earthcreeper - Upucerthia albigula,2,"(-16.3855,-71.3513)",PE-ARE,08 Jun 2018,L7547674,S46433353
953,Buff-breasted Earthcreeper - Upucerthia validirostris,1,Ondores (pueblo y vecindad),PE-JUN,12 Nov 2013,L664973,S15659668
954,Chestnut-winged Cinclodes - Cinclodes albidiventris,1,Cerro de Arcos,EC-L,12 Feb 2020,L5942646,S64432288
955,Cream-winged Cinclodes - Cinclodes albiventris,1,Tankarpata (3350-3700m),PE-CUS,31 May 2012,L1565396,S10889588
956,Stout-billed Cinclodes - Cinclodes excelsior,2,"Ecuador--?--?--Vía Cuenca - Molleturo - Puerto Inca, Cuenca EC-Azuay -2.77542, -79.26025",EC-A,18 Feb 2020,L10812589,S64768872
957,Royal Cinclodes - Cinclodes aricomae,1,ACP Abra Málaga Thastayoc Royal Cinclodes,PE-CUS,13 Oct 2013,L512692,S15396416
958,White-bellied Cinclodes - Cinclodes palliatus,2,"-11.5545x-76.3153 - Apr 28, 2016, 14:31",PE-JUN,28 Apr 2016,L4543261,S29272046
959,White-winged Cinclodes - Cinclodes atacamensis,1,Isla Taquile,PE-PUN,17 Aug 2012,L612160,S11402960
960,Surf Cinclodes - Cinclodes taczanowskii,3,Pucusana (pueblo),PE-LIM,07 Jul 2012,L622757,S11123772
961,Dusky-cheeked Foliage-gleaner - Anabazenops dorsalis,1,Amazonía Lodge,PE-MDD,19 Nov 2014,L1004838,S21337914
962,Rufous-rumped Foliage-gleaner - Philydor erythrocercum,1,Erika Lodge,PE-MDD,03 Jun 2012,L1532805,S10938877
963,Cinnamon-rumped Foliage-gleaner - Philydor pyrrhodes,2,Inkaterra Reserva Amazónica,PE-MDD,04 Dec 2013,L1787394,S15894609
964,Montane Foliage-gleaner - Anabacerthia striaticollis,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,04 Oct 2012,L599445,S11792310
965,Rufous-tailed Foliage-gleaner - Anabacerthia ruficaudata,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,05 Aug 2014,L599450,S19608301
966,Lineated Foliage-gleaner - Syndactyla subalaris,2,Flor de Café/Plataforma,PE-SAM,23 Dec 2016,L2455165,S33182452
967,Buff-browed Foliage-gleaner - Syndactyla rufosuperciliata,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,25 Jul 2015,L599441,S24453021
968,Rufous-necked Foliage-gleaner - Syndactyla ruficollis,1,Refugio de Vida Silvestre Laquipampa,PE-LAM,13 May 2014,L1810924,S18790593
969,Peruvian Recurvebill - Syndactyla ucayalae,1,Antthrush Trail (270m),PE-MDD,07 Aug 2014,L2354723,S19610121
970,Chestnut-winged Hookbill - Ancistrops strigilatus,1,Manu Birding Lodge,PE-MDD,24 Sep 2012,L3601096,S11683944
971,Buff-fronted Foliage-gleaner - Dendroma rufa,1,Romero Rainforest Lodge (300m),PE-MDD,26 Aug 2013,L2350758,S15140187
972,Chestnut-winged Foliage-gleaner - Dendroma erythroptera,2,Lago Sandoval,PE-MDD,05 Dec 2013,L653704,S15938618
973,Henna-hooded Foliage-gleaner - Clibanornis erythrocephalus,2,Refugio de Vida Silvestre Laquipampa,PE-LAM,05 Jan 2014,L1810924,S16284242
974,Ruddy Foliage-gleaner - Clibanornis rubiginosus,1,Los Amigos Biological Station (CICRA),PE-MDD,28 Oct 2016,L492606,S32272618
975,Santa Marta Foliage-gleaner - Clibanornis rufipectus,2,El Dorado ProAves Reserve,CO-MAG,25 Jan 2013,L652746,S12724737
976,Uniform Treehunter - Thripadectes ignobilis,1,Las Tangaras ProAves Reserve,CO-CHO,03 Jan 2015,L856448,S21292010
977,Flammulated Treehunter - Thripadectes flammulatus,1,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570384
978,Rufous-backed Treehunter - Thripadectes scrutator,1,Bosque Shollet,PE-PAS,30 Apr 2016,L2264647,S29313345
979,Striped Treehunter - Thripadectes holostictus,1,Manú Cloud Forest Lodge (1500-1700m),PE-CUS,21 Aug 2013,L1004831,S15129976
980,Black-billed Treehunter - Thripadectes melanorhynchus,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,18 Sep 2012,L599445,S11683873
981,Chestnut-crowned Foliage-gleaner - Automolus rufipileatus,2,"PE-San Martin - -6.5800x-76.3007 - Jun 19, 2013, 6:21 PM",PE-SAM,17 Jun 2013,L2240361,S14473595
982,Brown-rumped Foliage-gleaner - Automolus melanopezus,1,Pantiacolla Lodge,PE-MDD,27 Oct 2015,L2372696,S25713971
983,Buff-throated Foliage-gleaner - Automolus ochrolaemus,1,Manú Learning Centre--Lodge,PE-MDD,12 Jun 2012,L1599931,S11037551
984,Striped Woodhaunter - Automolus subulatus,1,Arrierito Antioqueño ProAves Reserve,CO-ANT,31 Dec 2014,L603931,S21291942
985,Olive-backed Foliage-gleaner - Automolus infuscatus,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,31 Aug 2013,L599450,S15158504
986,Spotted Barbtail - Premnoplex brunnescens,1,Cuchilla San Lorenzo,CO-MAG,15 Jan 2013,L2146871,S12627194
987,Fulvous-dotted Treerunner - Margarornis stellatus,2,RNA Las Tangaras--Sendas,CO-CHO,03 Jan 2015,L1402854,S21291721
988,Pearled Treerunner - Margarornis squamiger,1,Carretera a Manú--Pillahuata (Valqui A1.2),PE-CUS,02 Jun 2012,L599441,S10938869
989,Tawny Tit-Spinetail - Sylviorthorhynchus yanacensis,2,ACP Abra Málaga Thastayoc Royal Cinclodes,PE-CUS,11 Aug 2014,L512692,S19788229
990,Rusty-crowned Tit-Spinetail - Leptasthenura pileata,3,"PE-Cajamarca Region - -7.0920x-78.4034 - Jun 13, 2013, 7:41 PM",PE-CAJ,13 Jun 2013,L2224383,S14415307
991,White-browed Tit-Spinetail - Leptasthenura xenothorax,5,ACP Abra Málaga Thastayoc Royal Cinclodes,PE-CUS,11 Aug 2014,L512692,S19788229
992,Streaked Tit-Spinetail - Leptasthenura striata,2,Huarochirí--San Antonio--Autisha--Near bridge (reference),PE-LIM,28 Apr 2016,L8897976,S29271952
993,Andean Tit-Spinetail - Leptasthenura andicola,1,Acomayo--Waqrapukara Archeological Site to Comunidad de Huáscar,PE-CUS,06 Jul 2015,L3774595,S24175033
994,Rufous-fronted Thornbird - Phacellodomus rufifrons,2,Area de Conservación Municipal de Tingana,PE-SAM,16 Jun 2013,L2240948,S69779281
995,Streak-fronted Thornbird - Phacellodomus striaticeps,,Tikapata,PE-CUS,21 Jan 2012,L1436359,S10503461
996,Chestnut-backed Thornbird - Phacellodomus dorsalis,2,Hacienda Limon,PE-CAJ,14 Jun 2013,L493406,S14467255
997,White-browed Spinetail - Hellmayrea gularis,1,Chamicero del Perijá Proaves Reserve,CO-CES,05 Feb 2015,L3054544,S22212031
998,Creamy-breasted Canastero - Asthenes dorbignyi,2,Vinchos--Angasmayo,PE-AYA,25 Apr 2014,L2805892,S18074453
999,Line-fronted Canastero - Asthenes urubambensis,1,ACP Abra Málaga Thastayoc Royal Cinclodes,PE-CUS,13 Oct 2013,L512692,S15396416
1000,Many-striped Canastero - Asthenes flammulata,1,Polloc Area detour,PE-CAJ,15 May 2014,L2922284,S18806041
1001,Junin Canastero - Asthenes virgata,1,ACP Abra Málaga--Paso,PE-CUS,13 Oct 2013,L1678806,S15396339
1002,Scribble-tailed Canastero - Asthenes maculicauda,1,ACP Pillco Grande--Carretera a Tres Cruces,PE-CUS,07 Nov 2018,L3848675,S51061300
1003,Streak-backed Canastero - Asthenes wyatti,1,Chamicero del Perijá Proaves Reserve,CO-CES,05 Feb 2015,L3054544,S22211192
1004,Puna Canastero - Asthenes sclateri,1,"(-16.3855,-71.3513)",PE-ARE,08 Jun 2018,L7547674,S46433353
1005,Streak-throated Canastero - Asthenes humilis,1,"PE-Cajamarca Region - -7.0451x-78.2627 - Jun 18, 2013, 4:29 PM",PE-CAJ,14 Jun 2013,L2237746,S14467264
1006,Cordilleran Canastero - Asthenes modesta,4,Ondores (pueblo y vecindad),PE-JUN,09 Jun 2015,L664973,S23880489
1007,Puna Thistletail - Asthenes helleri,2,Carretera a Manú--Paso Acjanaco (Valqui A1.1),PE-CUS,17 Jun 2014,L1004908,S19525327
1008,Canyon Canastero - Asthenes pudibunda,2,Upica--San Pedro de Casta--Huarochirí,PE-LIM,28 Apr 2016,L8898151,S29271967
1009,Rusty-fronted Canastero - Asthenes ottonis,3,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
1010,Eye-ringed Thistletail - Asthenes palpebralis,1,"-11.4860x-74.8874 - May 1, 2016, 14:59",PE-JUN,01 May 2016,L4559172,S29378954
1011,Perija Thistletail - Asthenes perijana,1,Chamicero del Perijá Proaves Reserve,CO-CES,05 Feb 2015,L3054544,S22211192
1012,White-chinned Thistletail - Asthenes fuliginosa,1,"PE-Amazonas Region - -6.7120x-77.8666 - Jun 19, 2013, 1:02 PM",PE-AMA,15 Jun 2013,L2238333,S14473642
1013,Mouse-colored Thistletail - Asthenes griseomurina,1,Cerro Acanama and road to radio towers,EC-L,13 Feb 2020,L2805359,S64435756
1014,Orange-fronted Plushcrown - Metopothrix aurantiaca,1,Amazonía Lodge,PE-MDD,27 Jul 2016,L1004838,S31298539
1015,Equatorial Graytail - Xenerpestes singularis,1,"Lower lower(-5.6742,-77.7149)",PE-SAM,03 Jul 2019,L10696730,S64196982
1016,Spectacled Prickletail - Siptornis striaticollis,2,Los Encuentros-Paquisha Alto road/Zarza Reserve,EC-Z,17 Feb 2020,L3636240,S64691505
1017,Plain Softtail - Thripophaga fusciceps,4,Manú Wildlife Center (Valqui A5.1),PE-MDD,02 Sep 2013,L599450,S15170131
1018,Russet-mantled Softtail - Thripophaga berlepschi,2,Abra Barro Negro,PE-AMA,16 May 2014,L983325,S18802425
1019,Marcapata Spinetail - Cranioleuca marcapatae,2,Wayqecha Cloud Forest Birding Lodge,PE-CUS,07 Dec 2012,L1004824,S12279316
1020,Light-crowned Spinetail - Cranioleuca albiceps,4,San Antonio de Putina--Sina--2 km E Sina,PE-PUN,01 Nov 2020,L12789461,S76600779
1021,Rusty-backed Spinetail - Cranioleuca vulpina,1,Lago Yarinacocha,PE-UCA,04 Oct 2017,L846518,S39560236
1022,Parker's Spinetail - Cranioleuca vulpecula,1,Rio Napo--Vecindad ExplorNapo,PE-LOR,10 Dec 2016,L1313704,S32955802
1023,Creamy-crested Spinetail - Cranioleuca albicapilla,1,Cusco--Cusco--Llaullipata (private reserve),PE-CUS,24 Nov 2011,L1437847,S10503458
1024,Red-faced Spinetail - Cranioleuca erythrops,1,Las Tangaras ProAves Reserve,CO-CHO,03 Jan 2015,L856448,S21291602
1025,Streak-capped Spinetail - Cranioleuca hellmayri,1,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570384
1026,Ash-browed Spinetail - Cranioleuca curtata,1,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
1027,Line-cheeked Spinetail - Cranioleuca antisiensis,1,"PE-Cajamarca Region - -7.1110x-78.4280 - Jun 13, 2013, 7:48 PM",PE-CAJ,13 Jun 2013,L2224395,S14415310
1028,Speckled Spinetail - Cranioleuca gutturata,1,Amazonía Lodge,PE-MDD,06 Jun 2013,L1004838,S15264461
1029,Cactus Canastero - Pseudasthenes cactorum,1,RN Lomas de Lachay--Quebada Guayabito,PE-LIM,03 Jun 2016,L1280623,S30065059
1030,Yellow-chinned Spinetail - Certhiaxis cinnamomeus,3,Via Parque Isla de Salamanca--Centro Administrativo Los Cocos,CO-MAG,15 Feb 2014,L1856337,S17056111
1031,Red-and-white Spinetail - Certhiaxis mustelinus,1,Yanayacu Creek,PE-LOR,14 Dec 2016,L5149764,S33034237
1032,White-bellied Spinetail - Mazaria propinqua,2,Rio Madre de Dios--Isla Rolin,PE-MDD,07 Dec 2013,L2458118,S15940747
1033,Ochre-cheeked Spinetail - Synallaxis scutata,3,Sandia--San Juan del Oro--Huayruruni--San Juan del Oro - San Pedro de Putinapunku,PE-PUN,06 Nov 2020,L12897775,S77795740
1034,Plain-crowned Spinetail - Synallaxis gujanensis,,Carretera a Manú--Pilcopata a Atalaya (500-600m),PE-CUS,05 May 2012,L1004837,S10700383
1035,Marañon Spinetail - Synallaxis maranonica,4,Bosque de Yanahuanca,PE-CAJ,09 May 2016,L2912286,S29526554
1036,Great Spinetail - Synallaxis hypochondriaca,2,San Marcos (pueblo),PE-CAJ,13 Jun 2013,L976503,S14415296
1037,Necklaced Spinetail - Synallaxis stictothorax,6,Santuario Historico Bosque de Pómac,PE-LAM,11 Jun 2013,L760816,S14408230
1038,Chinchipe Spinetail - Synallaxis chinchipensis,1,Bosque de Yanahuanca,PE-CAJ,09 May 2016,L2912286,S29526554
1039,Slaty Spinetail - Synallaxis brachyura,2,PN Cerros de Amotape--Estación Policial Campo Verde,PE-TUM,23 Dec 2017,L4320430,S41287944
1040,Dusky Spinetail - Synallaxis moesta,1,Waqanki/Quebrada Mishquiyaquillo,PE-SAM,12 May 2016,L1849133,S29586545
1041,Cabanis's Spinetail - Synallaxis cabanisi,2,Amazonía Lodge,PE-MDD,23 Aug 2013,L1004838,S15134298
1042,Cinereous-breasted Spinetail - Synallaxis hypospodia,2,Humedal de Indañe,PE-SAM,11 May 2016,L2728917,S29580908
1043,Dark-breasted Spinetail - Synallaxis albigularis,1,Area de Conservación Municipal de Tingana,PE-SAM,16 Jun 2013,L2240948,S69779281
1044,Pale-breasted Spinetail - Synallaxis albescens,1,Santa Marta--Minca to El Dorado Road ca. 600-1700 m,CO-MAG,16 Jan 2014,L1895777,S16396646
1045,Azara's Spinetail - Synallaxis azarae,,Carretera a Manú--Tanager Corner a Thousand-meter Bridge (1100-1300m),PE-CUS,29 Apr 2012,L1004833,S10605282
1046,Apurimac Spinetail - Synallaxis courseni,1,Carretera Huanipaca,PE-APU,01 Sep 2014,L603365,S19645101
1047,White-whiskered Spinetail - Synallaxis candei,2,Riohacha--Camarones [deserts and xeric shrublands],CO-LAG,20 Feb 2013,L2568025,S16050880
1048,Blackish-headed Spinetail - Synallaxis tithys,1,Huabal (pueblo),PE-PIU,19 Aug 2016,L2702852,S31305076
1049,Rusty-headed Spinetail - Synallaxis fuscorufa,1,Cuchilla San Lorenzo,CO-MAG,11 Jan 2013,L2146871,S12570384
1050,Rufous Spinetail - Synallaxis unirufa,2,ACP Abra Patricia--Owlet Lodge,PE-AMA,16 Jun 2013,L1849237,S14557247
1051,Ruddy Spinetail - Synallaxis rutilans,1,Reserva Refugio Amazonas,PE-MDD,01 Jun 2015,L1755368,S23794391
1052,Chestnut-throated Spinetail - Synallaxis cherriei,2,"PE-San Martin - -6.7428x-76.3512 - Jun 20, 2013, 6:30 PM",PE-SAM,17 Jun 2013,L2240384,S14473592
1053,Dwarf Tyrant-Manakin - Tyranneutes stolzmanni,1,Pantiacolla Lodge,PE-MDD,23 Sep 2012,L2372696,S11683941
1054,Sulphur-bellied Tyrant-Manakin - Neopelma sulphureiventer,3,"PE-San Martin - -6.7428x-76.3512 - Jun 20, 2013, 6:30 PM",PE-SAM,17 Jun 2013,L2240384,S14473592
1055,Jet Manakin - Chloropipo unicolor,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,09 Nov 2015,L599445,S25809913
1056,Lance-tailed Manakin - Chiroxiphia lanceolata,1,Minca (y alrededores/general area),CO-MAG,09 Jan 2015,L1161669,S21270052
1057,Blue-backed Manakin - Chiroxiphia pareola,1,Manú Wildlife Center (Valqui A5.1),PE-MDD,27 Jun 2014,L599450,S25812662
1058,Yungas Manakin - Chiroxiphia boliviana,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,13 Jul 2012,L599445,S11189685
1059,Golden-winged Manakin - Masius chrysopterus,2,Bosque de Protección Alto Mayo--Llanteria/Afluente vicinity (km 389-391),PE-SAM,18 May 2014,L1234162,S18791730
1060,Green Manakin - Cryptopipo holochlora,1,Tranquera to Nueva Austria del Sira (220m to 520m),PE-HUC,05 Oct 2017,L6342375,S39858619
1061,Blue-crowned Manakin - Lepidothrix coronata,,Pantiacolla Lodge,PE-MDD,23 Sep 2012,L2372696,S11683942
1062,Blue-rumped Manakin - Lepidothrix isidorei,2,Waqanki/Quebrada Mishquiyaquillo--Senda Cresta (Trail to Ridge),PE-SAM,29 Dec 2017,L1652750,S41455728
1063,Cerulean-capped Manakin - Lepidothrix coeruleocapilla,1,Cock-of-the-Rock Lodge & Manu Paradise Lodge,PE-CUS,22 Apr 2013,L599445,S19115302
1064,Orange-crowned Manakin - Heterocercus aurantiivertex,2,Carretera Marañón Pastaza,PE-LOR,10 Aug 2019,L4251001,S64197965
